order_line_id,order_id,order_date_id,store_loc_id,fc_loc_id,product_id,qty_ordered,qty_allocated,is_stockout
28277,ORD-002436,20260228,11,5,495,242,223,1
28278,ORD-004771,20240219,36,4,299,184,184,0
28279,ORD-002168,20250426,15,1,343,56,22,1
28280,ORD-013442,20241011,42,1,338,298,211,1
28281,ORD-012255,20241214,31,3,365,266,266,0
28282,ORD-008314,20241016,37,3,57,14,14,0
28283,ORD-001461,20240912,10,4,167,49,49,0
28284,ORD-003188,20250513,51,1,90,2,2,0
28285,ORD-000327,20260405,6,1,227,11,11,0
28286,ORD-004602,20251128,54,3,197,10,10,0
28287,ORD-007849,20250705,39,4,352,349,349,0
28288,ORD-014601,20260728,18,5,149,32,32,0
28289,ORD-012646,20261117,44,1,46,18,18,0
28290,ORD-014612,20240609,21,1,234,29,29,0
28291,ORD-003736,20240703,28,5,88,14,14,0
28292,ORD-007346,20240929,20,3,199,23,1,1
28293,ORD-004629,20240221,19,1,81,5,5,0
28294,ORD-012969,20260426,22,1,214,22,8,1
28295,ORD-010161,20250324,16,3,360,453,453,0
28296,ORD-004415,20240101,31,1,454,94,67,1
28297,ORD-007098,20251009,17,4,439,275,275,0
28298,ORD-006497,20260326,28,5,325,67,67,0
28299,ORD-011754,20240829,32,1,44,7,7,0
28300,ORD-012982,20250922,32,5,489,232,232,0
28301,ORD-006359,20250602,55,3,298,440,440,0
28302,ORD-006890,20240720,35,4,121,45,45,0
28303,ORD-006747,20250810,41,5,438,175,175,0
28304,ORD-010557,20240221,24,2,485,233,13,1
28305,ORD-004410,20260918,6,5,174,40,40,0
28306,ORD-008490,20240226,11,2,316,332,231,1
28307,ORD-004051,20250705,12,1,491,54,54,0
28308,ORD-006502,20260122,43,4,451,320,81,1
28309,ORD-013994,20250922,35,2,64,9,9,0
28310,ORD-011135,20250908,28,5,261,155,155,0
28311,ORD-013060,20240223,43,2,231,25,25,0
28312,ORD-014842,20240521,23,4,481,490,490,0
28313,ORD-005960,20260412,52,2,80,16,16,0
28314,ORD-014166,20240722,15,3,145,49,49,0
28315,ORD-003039,20250412,10,3,157,17,17,0
28316,ORD-013812,20250904,24,5,393,381,381,0
28317,ORD-006212,20251001,8,3,266,303,303,0
28318,ORD-014593,20241013,35,4,351,138,138,0
28319,ORD-002810,20260704,11,1,44,13,13,0
28320,ORD-012205,20260115,11,5,267,322,322,0
28321,ORD-010314,20241202,50,3,12,16,16,0
28322,ORD-008692,20240127,25,1,38,6,1,1
28323,ORD-013647,20250906,9,2,85,17,17,0
28324,ORD-012944,20241229,53,3,217,25,25,0
28325,ORD-012376,20250422,13,2,52,13,13,0
28326,ORD-012261,20261106,42,1,428,436,436,0
28327,ORD-013390,20250220,43,3,375,330,330,0
28328,ORD-003744,20260127,26,1,347,150,150,0
28329,ORD-000754,20250919,55,3,192,34,34,0
28330,ORD-013547,20250707,35,3,47,15,15,0
28331,ORD-010649,20240529,28,3,338,52,11,1
28332,ORD-011914,20241203,10,3,157,44,44,0
28333,ORD-005258,20260909,37,4,397,318,318,0
28334,ORD-006721,20260620,25,2,464,72,72,0
28335,ORD-000711,20261224,15,2,486,66,66,0
28336,ORD-008723,20260508,7,5,214,34,34,0
28337,ORD-014725,20250413,10,3,153,44,44,0
28338,ORD-010950,20250127,53,2,461,306,306,0
28339,ORD-011452,20250723,6,5,405,348,348,0
28340,ORD-014831,20250307,42,3,363,380,380,0
28341,ORD-009421,20240619,46,1,432,275,275,0
28342,ORD-005441,20241001,48,3,186,6,6,0
28343,ORD-010600,20240127,42,4,313,149,149,0
28344,ORD-001079,20260222,47,2,393,411,411,0
28345,ORD-002934,20251004,53,2,388,347,347,0
28346,ORD-000981,20260828,18,3,339,223,62,1
28347,ORD-006201,20260421,15,3,375,306,166,1
28348,ORD-000051,20250518,28,5,433,238,238,0
28349,ORD-005704,20260226,20,3,330,432,432,0
28350,ORD-006939,20240304,49,1,131,5,5,0
28351,ORD-014403,20260311,30,3,314,462,462,0
28352,ORD-010578,20261021,22,5,35,2,1,1
28353,ORD-011587,20260328,29,1,276,496,201,1
28354,ORD-005542,20250611,44,3,159,1,0,1
28355,ORD-011834,20251013,34,3,408,474,474,0
28356,ORD-007453,20240125,52,2,323,51,51,0
28357,ORD-014839,20260731,50,3,305,217,217,0
28358,ORD-014513,20260221,34,4,459,217,217,0
28359,ORD-000500,20260116,18,5,262,106,106,0
28360,ORD-005852,20260728,24,2,261,326,235,1
28361,ORD-010928,20250517,25,3,84,10,10,0
28362,ORD-003247,20240601,20,5,283,285,284,1
28363,ORD-008422,20260331,43,5,283,63,63,0
28364,ORD-001263,20260215,35,3,92,5,5,0
28365,ORD-014444,20260215,31,2,445,242,242,0
28366,ORD-009225,20260221,24,2,387,203,203,0
28367,ORD-003882,20250524,29,3,5,6,6,0
28368,ORD-008329,20260103,53,3,342,270,270,0
28369,ORD-013452,20260917,52,3,390,466,265,1
28370,ORD-005837,20250411,47,3,109,39,39,0
28371,ORD-000861,20250728,42,1,5,16,16,0
28372,ORD-001591,20261011,32,4,122,50,50,0
28373,ORD-012579,20250126,27,2,306,481,481,0
28374,ORD-000020,20240618,51,3,183,34,25,1
28375,ORD-010209,20240409,13,4,128,24,24,0
28376,ORD-005322,20250920,42,2,243,17,17,0
28377,ORD-006998,20260708,31,4,158,12,12,0
28378,ORD-010595,20260130,27,3,483,459,459,0
28379,ORD-001061,20260312,12,3,187,36,36,0
28380,ORD-002889,20260618,15,1,494,310,28,1
28381,ORD-011552,20240628,37,3,374,253,253,0
28382,ORD-013182,20240313,44,5,69,12,10,1
28383,ORD-005274,20240111,10,1,305,55,55,0
28384,ORD-011618,20251004,54,1,251,119,119,0
28385,ORD-002780,20240229,9,4,335,186,186,0
28386,ORD-000406,20260319,22,3,151,10,10,0
28387,ORD-005719,20250930,33,3,160,44,44,0
28388,ORD-010944,20260511,30,2,262,202,202,0
28389,ORD-009792,20240517,25,1,359,109,109,0
28390,ORD-008039,20240115,49,2,383,406,406,0
28391,ORD-008566,20241001,31,4,204,9,9,0
28392,ORD-000368,20241006,54,2,321,353,353,0
28393,ORD-013081,20240209,24,1,92,5,0,1
28394,ORD-009624,20251125,40,4,213,18,18,0
28395,ORD-006437,20251128,23,2,286,308,308,0
28396,ORD-003660,20241123,44,3,32,16,16,0
28397,ORD-003658,20260404,39,4,226,16,4,1
28398,ORD-005889,20261215,49,4,200,43,43,0
28399,ORD-003373,20240409,44,4,482,496,496,0
28400,ORD-013300,20261003,54,2,189,43,14,1
28401,ORD-013288,20250922,14,3,23,20,20,0
28402,ORD-008699,20260811,35,3,35,6,0,1
28403,ORD-000019,20240318,20,2,402,358,15,1
28404,ORD-001927,20260801,39,3,499,234,234,0
28405,ORD-005728,20250324,27,2,296,131,131,0
28406,ORD-011589,20260328,43,2,379,322,322,0
28407,ORD-005421,20241124,6,4,366,234,234,0
28408,ORD-010800,20240725,15,1,331,192,13,1
28409,ORD-009485,20260827,18,1,215,23,23,0
28410,ORD-012202,20240601,8,2,119,44,44,0
28411,ORD-001377,20240115,47,5,300,91,91,0
28412,ORD-008096,20260711,28,5,220,36,36,0
28413,ORD-009551,20250206,17,2,349,332,332,0
28414,ORD-001373,20240915,15,1,27,4,4,0
28415,ORD-006070,20250902,15,4,239,42,42,0
28416,ORD-013091,20260530,55,5,474,303,303,0
28417,ORD-014938,20260426,51,3,81,4,4,0
28418,ORD-001253,20260225,44,5,433,471,471,0
28419,ORD-004139,20240203,8,2,204,33,33,0
28420,ORD-000461,20260412,21,3,159,42,4,1
28421,ORD-002224,20240521,13,2,176,30,30,0
28422,ORD-008773,20261008,15,3,6,6,6,0
28423,ORD-001487,20241226,49,5,324,346,346,0
28424,ORD-011317,20250728,44,2,198,6,1,1
28425,ORD-008641,20240823,26,3,270,89,89,0
28426,ORD-005985,20240106,34,4,441,141,141,0
28427,ORD-001947,20261204,16,3,311,78,10,1
28428,ORD-006661,20261206,44,1,380,143,143,0
28429,ORD-001598,20260829,15,1,91,16,16,0
28430,ORD-006322,20240420,37,5,229,39,37,1
28431,ORD-006549,20250718,35,3,117,40,40,0
28432,ORD-002308,20260203,55,3,53,16,16,0
28433,ORD-009176,20260615,7,1,263,85,85,0
28434,ORD-006433,20250318,22,4,309,481,481,0
28435,ORD-014867,20240308,26,4,273,231,231,0
28436,ORD-011893,20240224,36,5,180,44,21,1
28437,ORD-007734,20250226,30,2,96,17,17,0
28438,ORD-004513,20250702,48,2,152,36,36,0
28439,ORD-011047,20260201,10,2,495,340,340,0
28440,ORD-006891,20261123,37,1,70,11,11,0
28441,ORD-003302,20261003,7,2,223,7,7,0
28442,ORD-014871,20241207,25,4,288,117,117,0
28443,ORD-006737,20261130,46,1,19,2,2,0
28444,ORD-009125,20240113,6,4,212,46,46,0
28445,ORD-001980,20260829,36,3,187,27,27,0
28446,ORD-005692,20250330,10,4,383,395,395,0
28447,ORD-000155,20240403,19,2,163,16,0,1
28448,ORD-010784,20240313,14,2,316,359,359,0
28449,ORD-011278,20240414,21,5,183,14,14,0
28450,ORD-005017,20240122,36,5,172,48,38,1
28451,ORD-014966,20260121,24,3,480,111,38,1
28452,ORD-007379,20261207,48,4,65,15,15,0
28453,ORD-009707,20250601,20,3,494,248,248,0
28454,ORD-002919,20261010,9,1,268,486,321,1
28455,ORD-008883,20260702,18,5,247,31,8,1
28456,ORD-006047,20251223,19,4,312,55,55,0
28457,ORD-006922,20240718,8,3,26,8,8,0
28458,ORD-003972,20240929,28,2,60,18,18,0
28459,ORD-013150,20240709,17,1,28,10,10,0
28460,ORD-013803,20260505,6,5,474,93,37,1
28461,ORD-014255,20260926,40,4,281,68,68,0
28462,ORD-002397,20261017,25,1,110,24,24,0
28463,ORD-007097,20250410,43,5,390,80,80,0
28464,ORD-003985,20251215,55,4,421,441,441,0
28465,ORD-005299,20240211,28,4,431,438,438,0
28466,ORD-006932,20250515,9,2,117,23,23,0
28467,ORD-005014,20241009,53,2,65,2,1,1
28468,ORD-009929,20260207,35,4,301,428,428,0
28469,ORD-009947,20240630,27,5,135,49,49,0
28470,ORD-005022,20251025,22,4,320,483,2,1
28471,ORD-006802,20260104,18,1,465,253,253,0
28472,ORD-013564,20250127,13,1,172,36,36,0
28473,ORD-000075,20260516,27,4,288,410,410,0
28474,ORD-010306,20251007,31,1,393,208,208,0
28475,ORD-010328,20240124,20,5,362,360,360,0
28476,ORD-012582,20240907,14,5,482,271,271,0
28477,ORD-007929,20260731,28,5,109,32,32,0
28478,ORD-007929,20241003,6,4,322,286,286,0
28479,ORD-006986,20240701,33,5,59,14,14,0
28480,ORD-014173,20240401,20,3,117,9,9,0
28481,ORD-006337,20250307,43,4,26,8,4,1
28482,ORD-010716,20250726,14,1,419,378,378,0
28483,ORD-000714,20250427,43,2,272,344,344,0
28484,ORD-014113,20240714,16,1,454,247,247,0
28485,ORD-010309,20240717,21,2,358,461,461,0
28486,ORD-014918,20240630,39,3,104,14,14,0
28487,ORD-005202,20261207,34,5,383,59,23,1
28488,ORD-005803,20260622,32,3,68,12,12,0
28489,ORD-010520,20260126,22,3,222,12,12,0
28490,ORD-014585,20260223,48,2,142,9,9,0
28491,ORD-004334,20240331,21,4,301,122,122,0
28492,ORD-005409,20250418,22,2,491,496,496,0
28493,ORD-012984,20240721,19,5,115,10,10,0
28494,ORD-009091,20260409,36,2,204,23,23,0
28495,ORD-014279,20251213,50,2,383,130,130,0
28496,ORD-009107,20260130,38,5,86,2,0,1
28497,ORD-007535,20260925,15,2,115,14,9,1
28498,ORD-014952,20261004,39,5,212,12,12,0
28499,ORD-010492,20240526,41,3,118,15,15,0
28500,ORD-006402,20240525,12,2,373,316,316,0
28501,ORD-013689,20240524,9,4,360,226,226,0
28502,ORD-010961,20251226,25,2,291,210,210,0
28503,ORD-007575,20241228,48,2,318,409,409,0
28504,ORD-002462,20240817,22,3,13,5,3,1
28505,ORD-013430,20251017,55,2,280,309,309,0
28506,ORD-001073,20250812,12,3,490,123,123,0
28507,ORD-010845,20250702,50,3,452,164,164,0
28508,ORD-005191,20240511,13,3,156,23,23,0
28509,ORD-013394,20240227,54,5,144,50,18,1
28510,ORD-008987,20240426,43,3,352,206,46,1
28511,ORD-005984,20250222,25,4,32,15,15,0
28512,ORD-004430,20260515,31,4,416,73,73,0
28513,ORD-001919,20260919,25,2,171,48,48,0
28514,ORD-005023,20240705,55,2,99,20,20,0
28515,ORD-003415,20260106,19,1,185,3,3,0
28516,ORD-006925,20260423,23,2,431,223,161,1
28517,ORD-012680,20240721,12,4,185,6,6,0
28518,ORD-002564,20260102,28,3,51,18,18,0
28519,ORD-007188,20250512,52,1,256,85,85,0
28520,ORD-014224,20250526,9,5,26,10,10,0
28521,ORD-001643,20261028,28,3,326,313,313,0
28522,ORD-013179,20261130,6,4,227,22,22,0
28523,ORD-008609,20260902,6,1,452,83,83,0
28524,ORD-000779,20260319,29,2,205,26,18,1
28525,ORD-000483,20240911,33,4,253,387,387,0
28526,ORD-001389,20251219,27,4,42,9,6,1
28527,ORD-004337,20251201,37,3,82,11,11,0
28528,ORD-007709,20240709,37,2,344,243,52,1
28529,ORD-004403,20261022,45,4,139,17,17,0
28530,ORD-003776,20240208,37,4,356,194,194,0
28531,ORD-003093,20240105,36,1,104,34,34,0
28532,ORD-005706,20260225,35,2,105,22,22,0
28533,ORD-006268,20240712,52,5,441,143,143,0
28534,ORD-010412,20240911,14,5,359,463,463,0
28535,ORD-007460,20240405,49,4,253,124,124,0
28536,ORD-014715,20260807,55,1,240,25,25,0
28537,ORD-003829,20261004,21,1,390,289,289,0
28538,ORD-010965,20260515,27,3,90,2,2,0
28539,ORD-003384,20250104,18,2,196,7,7,0
28540,ORD-012280,20250722,26,5,370,440,297,1
28541,ORD-009887,20241217,32,3,98,1,1,0
28542,ORD-003702,20260323,14,2,80,3,3,0
28543,ORD-000945,20250524,24,1,142,18,18,0
28544,ORD-010269,20240904,24,4,166,18,8,1
28545,ORD-000256,20260614,23,1,456,131,131,0
28546,ORD-006496,20250114,33,3,500,247,247,0
28547,ORD-006407,20240102,21,1,232,24,9,1
28548,ORD-009076,20261202,6,1,152,14,5,1
28549,ORD-002087,20260328,41,4,354,63,63,0
28550,ORD-001092,20250805,12,5,498,100,23,1
28551,ORD-001439,20240113,54,5,36,5,5,0
28552,ORD-004778,20260509,45,3,287,222,222,0
28553,ORD-000169,20260805,50,1,103,25,25,0
28554,ORD-001823,20260129,21,5,218,34,34,0
28555,ORD-002403,20261102,35,2,432,87,55,1
28556,ORD-008054,20250208,42,3,232,31,31,0
28557,ORD-002805,20241103,21,1,67,12,12,0
28558,ORD-002540,20251112,26,4,259,341,341,0
28559,ORD-012320,20251224,21,3,276,111,111,0
28560,ORD-013580,20240614,34,2,84,2,2,0
28561,ORD-010353,20260605,23,3,498,496,139,1
28562,ORD-010914,20261011,19,5,197,44,44,0
28563,ORD-001756,20260113,12,1,38,9,9,0
28564,ORD-009709,20250428,27,1,10,18,18,0
28565,ORD-010021,20241212,28,4,465,335,335,0
28566,ORD-006402,20250214,13,3,123,41,41,0
28567,ORD-014806,20250520,55,1,258,285,285,0
28568,ORD-006994,20250414,21,3,430,57,57,0
28569,ORD-001998,20250804,33,5,203,23,23,0
28570,ORD-000370,20261027,13,3,402,242,242,0
28571,ORD-003416,20250430,14,1,467,292,109,1
28572,ORD-011858,20240612,43,2,226,35,35,0
28573,ORD-011135,20260130,9,5,391,332,332,0
28574,ORD-009929,20250516,37,4,179,25,25,0
28575,ORD-001999,20240407,36,1,54,8,8,0
28576,ORD-003657,20250902,28,1,336,376,376,0
28577,ORD-013033,20260619,44,2,335,354,354,0
28578,ORD-009194,20240818,39,4,195,32,4,1
28579,ORD-000638,20260419,17,4,73,16,16,0
28580,ORD-006834,20250927,21,3,260,396,396,0
28581,ORD-007067,20250426,15,2,359,86,86,0
28582,ORD-005866,20250104,16,5,213,2,2,0
28583,ORD-008879,20251210,44,4,383,183,183,0
28584,ORD-007034,20250118,22,2,274,230,230,0
28585,ORD-000498,20240223,31,5,448,255,255,0
28586,ORD-013162,20240620,39,3,257,406,406,0
28587,ORD-010783,20250615,43,2,482,331,331,0
28588,ORD-008536,20251013,16,3,254,318,318,0
28589,ORD-001412,20261106,38,1,104,40,40,0
28590,ORD-014139,20260823,51,5,60,20,20,0
28591,ORD-007794,20240319,51,4,144,25,25,0
28592,ORD-003341,20241019,22,4,382,326,326,0
28593,ORD-010539,20260727,47,2,415,468,432,1
28594,ORD-007512,20260526,41,2,184,6,4,1
28595,ORD-008432,20240712,34,4,125,4,4,0
28596,ORD-008704,20250715,25,3,16,14,14,0
28597,ORD-004354,20251003,33,3,387,280,280,0
28598,ORD-000419,20251202,49,4,283,239,239,0
28599,ORD-002380,20260914,29,3,30,16,4,1
28600,ORD-006621,20250625,28,3,267,461,461,0
28601,ORD-013030,20260709,32,5,374,344,344,0
28602,ORD-011423,20240417,18,4,69,10,7,1
28603,ORD-010226,20260705,13,3,388,218,218,0
28604,ORD-011453,20250501,55,4,144,4,4,0
28605,ORD-013532,20250830,24,1,274,300,300,0
28606,ORD-007783,20250827,6,4,235,1,0,1
28607,ORD-014413,20260514,39,5,288,320,320,0
28608,ORD-002359,20240601,6,3,255,222,222,0
28609,ORD-009409,20260108,48,5,233,36,36,0
28610,ORD-002836,20250209,39,1,392,360,360,0
28611,ORD-002880,20250704,17,5,17,1,1,0
28612,ORD-013834,20250212,51,2,478,220,220,0
28613,ORD-006464,20250322,16,2,129,43,13,1
28614,ORD-006097,20240611,30,2,86,10,10,0
28615,ORD-014382,20240109,23,5,301,105,105,0
28616,ORD-004393,20240427,54,4,70,9,9,0
28617,ORD-008774,20250704,31,4,321,290,290,0
28618,ORD-000490,20250925,8,5,305,120,120,0
28619,ORD-012845,20250618,26,2,48,17,17,0
28620,ORD-014077,20250422,14,4,70,11,11,0
28621,ORD-003832,20240915,48,1,455,151,151,0
28622,ORD-009836,20261126,39,1,120,36,36,0
28623,ORD-004540,20240218,39,4,49,18,8,1
28624,ORD-013555,20250702,44,2,308,396,347,1
28625,ORD-013528,20260119,53,2,201,26,26,0
28626,ORD-009469,20240318,19,1,294,210,210,0
28627,ORD-013216,20240613,41,4,141,47,47,0
28628,ORD-004270,20260527,53,1,235,27,27,0
28629,ORD-009895,20240521,32,1,264,390,390,0
28630,ORD-007137,20260327,46,3,475,372,372,0
28631,ORD-002721,20240822,32,2,268,94,94,0
28632,ORD-010590,20240610,10,4,267,157,157,0
28633,ORD-007383,20250928,32,2,449,452,452,0
28634,ORD-010922,20240414,12,2,387,82,82,0
28635,ORD-005213,20251028,28,4,329,223,223,0
28636,ORD-001352,20240813,25,3,286,157,157,0
28637,ORD-000700,20250805,23,2,269,398,398,0
28638,ORD-006820,20250402,46,5,420,419,419,0
28639,ORD-006785,20250728,45,2,80,19,19,0
28640,ORD-012625,20260216,45,5,94,11,8,1
28641,ORD-005949,20240914,7,1,305,356,356,0
28642,ORD-002578,20251130,20,5,216,48,48,0
28643,ORD-008304,20241206,45,1,498,477,477,0
28644,ORD-014967,20250413,31,5,391,400,299,1
28645,ORD-008656,20260802,53,5,491,196,196,0
28646,ORD-013041,20240913,30,5,321,376,376,0
28647,ORD-007927,20250719,19,3,500,302,302,0
28648,ORD-007365,20251017,27,1,412,202,202,0
28649,ORD-001837,20251220,10,2,368,316,316,0
28650,ORD-007943,20261018,28,3,79,11,8,1
28651,ORD-000001,20250123,41,1,281,361,361,0
28652,ORD-012099,20251208,43,2,439,330,330,0
28653,ORD-001102,20240509,9,5,175,23,23,0
28654,ORD-010864,20240207,13,3,377,216,216,0
28655,ORD-014978,20250420,26,5,264,50,50,0
28656,ORD-004370,20241025,50,4,35,2,2,0
28657,ORD-004228,20250128,50,3,398,118,118,0
28658,ORD-002952,20240905,20,5,61,5,5,0
28659,ORD-001897,20250813,7,1,466,126,126,0
28660,ORD-014610,20261220,34,4,374,88,61,1
28661,ORD-006658,20260613,33,3,358,320,320,0
28662,ORD-013915,20240618,15,4,205,12,12,0
28663,ORD-001036,20250930,26,5,378,104,104,0
28664,ORD-005486,20250204,17,3,455,335,335,0
28665,ORD-003953,20250401,41,5,402,124,124,0
28666,ORD-008702,20240904,33,3,160,42,42,0
28667,ORD-012102,20241005,43,2,59,10,10,0
28668,ORD-002700,20250621,44,3,229,29,29,0
28669,ORD-005285,20260103,14,1,108,24,9,1
28670,ORD-007303,20241118,48,1,311,381,381,0
28671,ORD-014481,20250523,38,2,50,15,15,0
28672,ORD-013177,20240404,18,4,455,78,16,1
28673,ORD-003290,20250319,16,2,425,490,490,0
28674,ORD-000682,20240927,31,2,320,452,452,0
28675,ORD-003125,20240311,36,2,68,3,3,0
28676,ORD-013683,20250725,47,4,251,78,78,0
28677,ORD-008042,20260304,50,3,68,7,7,0
28678,ORD-010187,20241218,21,5,362,181,181,0
28679,ORD-002297,20240505,18,1,363,377,377,0
28680,ORD-007794,20250712,43,4,472,323,323,0
28681,ORD-004137,20260119,49,2,361,323,323,0
28682,ORD-012825,20260408,31,2,364,485,485,0
28683,ORD-007087,20240504,6,1,409,457,457,0
28684,ORD-005486,20250826,39,2,1,4,4,0
28685,ORD-003098,20261212,20,5,418,265,265,0
28686,ORD-001286,20240914,14,3,161,27,27,0
28687,ORD-007696,20251021,15,2,156,28,28,0
28688,ORD-007481,20260128,44,2,313,365,365,0
28689,ORD-006336,20251222,28,5,285,487,487,0
28690,ORD-005859,20250302,19,1,478,326,265,1
28691,ORD-010821,20240417,33,2,430,394,254,1
28692,ORD-004803,20250326,25,1,273,94,94,0
28693,ORD-014145,20240716,46,3,351,81,81,0
28694,ORD-006467,20250215,53,5,147,29,29,0
28695,ORD-008403,20250316,54,5,315,187,187,0
28696,ORD-007655,20250319,40,3,36,9,9,0
28697,ORD-000057,20240119,27,4,120,24,24,0
28698,ORD-009327,20260429,47,3,366,114,114,0
28699,ORD-003489,20240411,45,1,59,1,1,0
28700,ORD-008125,20261124,53,4,326,233,233,0
28701,ORD-009900,20261222,37,2,133,2,2,0
28702,ORD-006925,20240303,47,5,22,17,17,0
28703,ORD-014802,20260418,7,2,138,14,14,0
28704,ORD-007259,20260217,37,2,447,255,255,0
28705,ORD-012714,20260404,34,1,234,37,37,0
28706,ORD-011562,20240905,35,1,175,6,6,0
28707,ORD-011726,20250606,7,3,121,1,1,0
28708,ORD-013390,20260618,33,3,115,36,36,0
28709,ORD-011154,20250324,34,2,212,31,31,0
28710,ORD-002190,20240412,39,4,412,471,261,1
28711,ORD-004785,20250609,6,1,451,141,141,0
28712,ORD-011441,20250611,38,2,451,442,442,0
28713,ORD-011621,20260310,11,4,27,7,7,0
28714,ORD-006604,20251118,34,1,477,124,58,1
28715,ORD-008825,20260426,26,3,169,3,2,1
28716,ORD-012112,20260412,30,3,37,1,0,1
28717,ORD-006671,20260520,8,5,26,14,14,0
28718,ORD-001965,20250122,39,4,227,49,49,0
28719,ORD-013266,20240506,22,4,453,322,322,0
28720,ORD-006512,20261202,36,4,247,46,46,0
28721,ORD-006312,20260202,40,2,419,226,226,0
28722,ORD-006535,20250924,38,1,9,1,1,0
28723,ORD-001123,20240213,20,3,197,40,40,0
28724,ORD-012228,20261007,35,2,421,440,69,1
28725,ORD-003524,20240530,35,2,28,10,10,0
28726,ORD-013548,20250421,21,5,414,155,155,0
28727,ORD-006260,20241114,19,5,470,174,138,1
28728,ORD-004092,20250614,7,3,254,155,155,0
28729,ORD-006853,20261221,36,3,444,199,199,0
28730,ORD-014577,20251003,41,5,413,247,247,0
28731,ORD-011124,20260622,43,2,440,482,482,0
28732,ORD-003307,20260113,21,4,193,4,4,0
28733,ORD-000081,20260428,14,4,455,211,1,1
28734,ORD-012036,20250105,47,5,278,445,445,0
28735,ORD-003178,20251122,9,3,109,13,2,1
28736,ORD-006507,20240327,6,4,245,37,37,0
28737,ORD-012678,20260511,30,4,430,454,454,0
28738,ORD-012991,20251112,44,4,384,215,215,0
28739,ORD-010386,20240130,17,3,130,40,28,1
28740,ORD-007846,20241128,19,4,1,20,20,0
28741,ORD-005559,20240123,33,2,350,427,427,0
28742,ORD-000841,20240901,16,5,109,19,13,1
28743,ORD-000506,20250703,16,4,119,19,19,0
28744,ORD-000647,20260903,16,2,234,18,9,1
28745,ORD-002451,20250811,37,3,254,261,261,0
28746,ORD-003730,20251018,34,1,296,227,227,0
28747,ORD-001924,20250909,17,3,165,44,44,0
28748,ORD-001318,20250214,47,1,402,114,114,0
28749,ORD-005933,20240620,45,2,266,428,428,0
28750,ORD-008457,20250704,18,3,413,151,151,0
28751,ORD-001575,20251226,22,3,279,286,133,1
28752,ORD-014193,20240307,25,4,411,395,395,0
28753,ORD-012468,20250130,49,1,346,417,417,0
28754,ORD-007268,20260325,52,2,174,23,23,0
28755,ORD-001359,20250619,46,2,286,474,474,0
28756,ORD-002037,20251027,35,4,191,47,47,0
28757,ORD-010438,20241019,20,2,351,169,169,0
28758,ORD-000711,20240424,33,3,456,179,179,0
28759,ORD-000676,20240402,38,4,93,18,14,1
28760,ORD-002471,20260825,47,1,357,133,133,0
28761,ORD-004271,20250421,42,5,8,20,19,1
28762,ORD-003222,20250906,25,1,431,98,98,0
28763,ORD-010128,20240323,24,2,447,217,217,0
28764,ORD-000363,20240922,53,3,386,450,439,1
28765,ORD-002349,20261013,51,1,161,23,23,0
28766,ORD-011360,20250820,42,2,308,176,176,0
28767,ORD-000814,20260124,18,3,431,181,41,1
28768,ORD-008006,20240729,14,1,476,422,422,0
28769,ORD-001995,20241113,29,5,354,315,120,1
28770,ORD-008738,20250328,9,4,269,239,179,1
28771,ORD-010537,20240306,29,4,182,21,21,0
28772,ORD-000934,20250728,8,4,423,220,220,0
28773,ORD-001580,20261114,9,2,119,26,26,0
28774,ORD-001878,20250505,12,4,391,222,222,0
28775,ORD-001152,20250826,43,2,125,28,28,0
28776,ORD-013522,20250118,9,2,205,5,5,0
28777,ORD-005049,20260813,39,4,401,432,432,0
28778,ORD-011106,20251203,28,1,190,26,26,0
28779,ORD-013008,20250530,22,5,57,8,8,0
28780,ORD-012569,20251203,36,4,476,169,169,0
28781,ORD-003456,20261001,26,2,358,108,108,0
28782,ORD-001999,20241019,33,2,260,112,112,0
28783,ORD-013721,20250502,21,3,214,29,29,0
28784,ORD-012410,20240609,34,1,487,134,134,0
28785,ORD-012737,20240118,12,4,384,423,423,0
28786,ORD-005156,20250226,6,5,394,156,156,0
28787,ORD-005849,20240605,18,1,185,9,9,0
28788,ORD-008555,20240309,8,4,330,77,55,1
28789,ORD-003141,20250630,34,2,361,389,389,0
28790,ORD-009527,20240501,29,2,47,12,12,0
28791,ORD-005391,20240821,39,2,87,11,6,1
28792,ORD-012698,20250917,18,3,129,10,10,0
28793,ORD-013000,20250128,26,3,203,30,30,0
28794,ORD-014244,20251214,37,2,54,19,19,0
28795,ORD-014923,20241027,30,2,422,62,62,0
28796,ORD-007322,20241205,27,1,499,290,137,1
28797,ORD-001353,20261227,40,3,347,250,250,0
28798,ORD-003061,20251011,50,4,226,7,5,1
28799,ORD-012630,20240421,28,5,490,215,215,0
28800,ORD-013308,20240325,44,4,226,31,31,0
28801,ORD-010785,20250128,21,2,176,21,9,1
28802,ORD-003343,20240819,36,1,399,343,343,0
28803,ORD-012350,20250706,36,2,150,28,28,0
28804,ORD-013290,20250304,10,5,431,195,0,1
28805,ORD-005431,20250831,39,4,54,7,7,0
28806,ORD-000287,20260821,29,4,97,3,3,0
28807,ORD-000756,20251224,13,1,100,20,20,0
28808,ORD-003817,20250616,6,5,2,6,6,0
28809,ORD-013421,20250519,36,3,319,484,484,0
28810,ORD-001000,20250402,53,4,28,15,15,0
28811,ORD-002800,20241029,13,1,424,417,370,1
28812,ORD-011422,20250606,16,5,477,234,234,0
