reporting_month,store_region,store_name,fc_name,fill_rate_pct,stockout_rate_pct,on_time_delivery_pct,inventory_turnover,avg_lead_time_days,transport_cost_per_unit,perfect_order_pct,days_inventory_on_hand
2025-07,Eastern,Staples Store Montreal #54,Toronto FC,100.0,0.0,75.0,,4.75,15.08,75.0,
2025-07,Eastern,Staples Store Montreal #54,Mississauga FC,100.0,0.0,50.0,,5.5,17.28,50.0,
2025-07,Eastern,Staples Store Montreal #54,Richmond Hill FC,94.44,11.11,100.0,,5.13,20.34,100.0,
2025-07,Eastern,Staples Store Montreal #54,Calgary FC,84.83,20.0,75.0,,5.13,24.39,75.0,
2025-07,Eastern,Staples Store Montreal #54,Montreal FC,98.38,20.0,100.0,,2.25,43.3,75.0,
2025-07,Eastern,Staples Store Montreal #55,Toronto FC,100.0,0.0,100.0,,5.5,16.7,100.0,
2025-07,Eastern,Staples Store Montreal #55,Mississauga FC,86.97,22.22,62.5,,5.25,38.44,62.5,
2025-07,Eastern,Staples Store Montreal #55,Richmond Hill FC,82.14,28.57,60.0,,4.2,39.83,40.0,
2025-07,Eastern,Staples Store Montreal #55,Calgary FC,100.0,0.0,80.0,,4.4,20.12,60.0,
2025-07,Eastern,Staples Store Montreal #55,Montreal FC,80.19,20.0,100.0,,5.4,19.88,100.0,
2025-07,Eastern,Staples Store Ottawa #31,Toronto FC,90.59,20.0,100.0,,6.2,38.53,100.0,
2025-07,Eastern,Staples Store Ottawa #31,Mississauga FC,86.82,14.29,100.0,,5.29,35.61,100.0,
2025-07,Eastern,Staples Store Ottawa #31,Richmond Hill FC,73.09,50.0,0.0,,6.67,25.31,0.0,
2025-07,Eastern,Staples Store Ottawa #31,Calgary FC,86.28,18.18,100.0,,5.14,25.32,71.43,
2025-07,Eastern,Staples Store Ottawa #31,Montreal FC,100.0,0.0,100.0,,5.67,9.07,100.0,
2025-07,Eastern,Staples Store Ottawa #32,Toronto FC,100.0,0.0,100.0,,4.5,21.82,100.0,
2025-07,Eastern,Staples Store Ottawa #32,Mississauga FC,93.75,12.5,100.0,,4.29,26.98,85.71,
2025-07,Eastern,Staples Store Ottawa #32,Richmond Hill FC,93.06,28.57,100.0,,5.2,19.62,80.0,
2025-07,Eastern,Staples Store Ottawa #32,Calgary FC,100.0,0.0,66.67,,4.33,35.11,66.67,
2025-07,Eastern,Staples Store Ottawa #32,Montreal FC,100.0,0.0,100.0,,2.0,35.78,100.0,
2025-07,Eastern,Staples Store Ottawa #33,Toronto FC,100.0,0.0,100.0,,5.67,35.08,66.67,
2025-07,Eastern,Staples Store Ottawa #33,Mississauga FC,68.06,33.33,100.0,,4.5,43.34,50.0,
2025-07,Eastern,Staples Store Ottawa #33,Richmond Hill FC,100.0,0.0,100.0,,4.0,16.67,85.71,
2025-07,Eastern,Staples Store Ottawa #33,Calgary FC,100.0,0.0,100.0,,6.0,36.8,100.0,
2025-07,Eastern,Staples Store Ottawa #33,Montreal FC,100.0,0.0,,,,,,
2025-07,Eastern,Staples Store Ottawa #34,Toronto FC,52.27,100.0,100.0,,6.0,13.33,100.0,
2025-07,Eastern,Staples Store Ottawa #34,Mississauga FC,100.0,0.0,33.33,,6.33,31.38,33.33,
2025-07,Eastern,Staples Store Ottawa #34,Richmond Hill FC,54.41,80.0,100.0,,5.0,27.87,100.0,
2025-07,Eastern,Staples Store Ottawa #34,Calgary FC,92.06,33.33,66.67,,5.33,35.07,33.33,
2025-07,Eastern,Staples Store Ottawa #34,Montreal FC,100.0,0.0,66.67,,5.5,24.13,50.0,
2025-07,Eastern,Staples Store Ottawa #35,Toronto FC,97.04,10.0,71.43,,4.71,30.81,71.43,
2025-07,Eastern,Staples Store Ottawa #35,Mississauga FC,74.31,33.33,66.67,,5.67,13.58,55.56,
2025-07,Eastern,Staples Store Ottawa #35,Richmond Hill FC,89.29,16.67,100.0,,4.75,22.87,100.0,
2025-07,Eastern,Staples Store Ottawa #35,Calgary FC,70.59,33.33,100.0,,5.33,37.88,100.0,
2025-07,Eastern,Staples Store Ottawa #35,Montreal FC,89.99,12.5,80.0,,4.6,37.68,80.0,
2025-07,Eastern,Staples Store Toronto #10,Toronto FC,100.0,0.0,60.0,,3.8,20.97,60.0,
2025-07,Eastern,Staples Store Toronto #10,Mississauga FC,100.0,0.0,100.0,,3.0,15.06,100.0,
2025-07,Eastern,Staples Store Toronto #10,Richmond Hill FC,100.0,0.0,50.0,,4.0,18.57,50.0,
2025-07,Eastern,Staples Store Toronto #10,Calgary FC,92.86,14.29,100.0,,6.4,40.99,100.0,
2025-07,Eastern,Staples Store Toronto #10,Montreal FC,89.74,33.33,66.67,,4.0,42.24,33.33,
2025-07,Eastern,Staples Store Toronto #11,Toronto FC,100.0,0.0,100.0,,4.67,6.94,66.67,
2025-07,Eastern,Staples Store Toronto #11,Mississauga FC,89.42,12.5,100.0,,5.29,15.62,100.0,
2025-07,Eastern,Staples Store Toronto #11,Richmond Hill FC,82.84,42.86,100.0,,4.5,27.73,100.0,
2025-07,Eastern,Staples Store Toronto #11,Calgary FC,94.59,11.11,88.89,,4.22,39.66,77.78,
2025-07,Eastern,Staples Store Toronto #11,Montreal FC,84.44,16.67,100.0,,5.5,20.74,100.0,
2025-07,Eastern,Staples Store Toronto #12,Toronto FC,85.13,25.0,66.67,,4.67,16.86,66.67,
2025-07,Eastern,Staples Store Toronto #12,Mississauga FC,92.11,14.29,100.0,,4.5,26.02,100.0,
2025-07,Eastern,Staples Store Toronto #12,Richmond Hill FC,66.99,40.0,80.0,,4.8,14.72,80.0,
2025-07,Eastern,Staples Store Toronto #12,Calgary FC,98.57,11.11,100.0,,4.57,25.65,100.0,
2025-07,Eastern,Staples Store Toronto #12,Montreal FC,100.0,0.0,60.0,,5.6,26.54,60.0,
2025-07,Eastern,Staples Store Toronto #13,Toronto FC,62.5,50.0,100.0,,4.0,18.07,100.0,
2025-07,Eastern,Staples Store Toronto #13,Mississauga FC,100.0,0.0,100.0,,5.33,23.55,100.0,
2025-07,Eastern,Staples Store Toronto #13,Richmond Hill FC,84.81,33.33,100.0,,6.0,25.19,100.0,
2025-07,Eastern,Staples Store Toronto #13,Calgary FC,100.0,0.0,100.0,,5.0,20.33,80.0,
2025-07,Eastern,Staples Store Toronto #13,Montreal FC,100.0,0.0,83.33,,5.0,36.79,66.67,
2025-07,Eastern,Staples Store Toronto #14,Toronto FC,94.92,16.67,87.5,,5.88,36.89,87.5,
2025-07,Eastern,Staples Store Toronto #14,Mississauga FC,100.0,0.0,100.0,,3.0,41.75,100.0,
2025-07,Eastern,Staples Store Toronto #14,Richmond Hill FC,100.0,0.0,66.67,,4.33,43.61,66.67,
2025-07,Eastern,Staples Store Toronto #14,Calgary FC,100.0,0.0,60.0,,6.0,42.61,20.0,
2025-07,Eastern,Staples Store Toronto #14,Montreal FC,100.0,0.0,80.0,,5.4,32.99,80.0,
2025-07,Eastern,Staples Store Toronto #15,Toronto FC,74.56,33.33,100.0,,4.0,13.55,71.43,
2025-07,Eastern,Staples Store Toronto #15,Mississauga FC,97.14,14.29,85.71,,4.0,24.35,85.71,
2025-07,Eastern,Staples Store Toronto #15,Richmond Hill FC,100.0,0.0,50.0,,3.5,20.1,50.0,
2025-07,Eastern,Staples Store Toronto #15,Calgary FC,99.03,20.0,100.0,,6.4,8.56,100.0,
2025-07,Eastern,Staples Store Toronto #15,Montreal FC,84.03,28.57,83.33,,5.0,34.97,66.67,
2025-07,Eastern,Staples Store Toronto #16,Toronto FC,92.38,12.5,80.0,,4.2,36.18,60.0,
2025-07,Eastern,Staples Store Toronto #16,Mississauga FC,100.0,0.0,85.71,,4.71,26.11,85.71,
2025-07,Eastern,Staples Store Toronto #16,Richmond Hill FC,83.33,22.22,83.33,,4.83,39.84,83.33,
2025-07,Eastern,Staples Store Toronto #16,Calgary FC,89.73,16.67,100.0,,5.0,29.53,83.33,
2025-07,Eastern,Staples Store Toronto #16,Montreal FC,96.43,25.0,66.67,,5.33,30.82,66.67,
2025-07,Eastern,Staples Store Toronto #17,Toronto FC,93.76,33.33,60.0,,5.0,31.24,60.0,
2025-07,Eastern,Staples Store Toronto #17,Mississauga FC,98.3,14.29,100.0,,5.33,34.22,83.33,
2025-07,Eastern,Staples Store Toronto #17,Richmond Hill FC,74.48,44.44,100.0,,4.71,28.4,100.0,
2025-07,Eastern,Staples Store Toronto #17,Calgary FC,88.9,14.29,100.0,,4.5,12.38,83.33,
2025-07,Eastern,Staples Store Toronto #17,Montreal FC,84.28,28.57,57.14,,5.0,24.88,57.14,
2025-07,Eastern,Staples Store Toronto #18,Toronto FC,67.24,66.67,50.0,,5.0,26.2,50.0,
2025-07,Eastern,Staples Store Toronto #18,Mississauga FC,87.16,16.67,75.0,,4.75,21.95,50.0,
2025-07,Eastern,Staples Store Toronto #18,Richmond Hill FC,100.0,0.0,75.0,,5.0,33.0,75.0,
2025-07,Eastern,Staples Store Toronto #18,Calgary FC,88.03,33.33,50.0,,5.0,26.49,50.0,
2025-07,Eastern,Staples Store Toronto #18,Montreal FC,84.76,25.0,100.0,,5.0,16.8,100.0,
2025-07,Eastern,Staples Store Toronto #19,Toronto FC,76.56,25.0,100.0,,6.67,41.18,100.0,
2025-07,Eastern,Staples Store Toronto #19,Mississauga FC,100.0,0.0,100.0,,4.0,18.0,80.0,
2025-07,Eastern,Staples Store Toronto #19,Richmond Hill FC,97.73,14.29,83.33,,4.17,26.94,83.33,
2025-07,Eastern,Staples Store Toronto #19,Calgary FC,94.33,25.0,87.5,,4.75,30.35,87.5,
2025-07,Eastern,Staples Store Toronto #19,Montreal FC,92.64,20.0,80.0,,4.4,25.23,60.0,
2025-07,Eastern,Staples Store Toronto #20,Toronto FC,78.13,25.0,100.0,,5.0,16.19,66.67,
2025-07,Eastern,Staples Store Toronto #20,Mississauga FC,91.67,25.0,100.0,,4.0,36.06,66.67,
2025-07,Eastern,Staples Store Toronto #20,Richmond Hill FC,95.19,16.67,80.0,,4.4,25.56,60.0,
2025-07,Eastern,Staples Store Toronto #20,Calgary FC,100.0,0.0,100.0,,5.33,24.28,100.0,
2025-07,Eastern,Staples Store Toronto #20,Montreal FC,90.0,20.0,75.0,,4.75,13.95,50.0,
2025-07,Eastern,Staples Store Toronto #6,Toronto FC,83.04,33.33,100.0,,5.6,32.96,100.0,
2025-07,Eastern,Staples Store Toronto #6,Mississauga FC,82.98,33.33,66.67,,4.0,30.21,66.67,
2025-07,Eastern,Staples Store Toronto #6,Richmond Hill FC,100.0,0.0,60.0,,4.8,29.09,40.0,
2025-07,Eastern,Staples Store Toronto #6,Calgary FC,85.71,25.0,100.0,,4.33,17.16,66.67,
2025-07,Eastern,Staples Store Toronto #6,Montreal FC,100.0,0.0,88.89,,5.89,20.12,77.78,
2025-07,Eastern,Staples Store Toronto #7,Toronto FC,77.08,33.33,100.0,,2.5,41.57,50.0,
2025-07,Eastern,Staples Store Toronto #7,Mississauga FC,87.39,14.29,85.71,,4.71,15.77,85.71,
2025-07,Eastern,Staples Store Toronto #7,Richmond Hill FC,89.8,25.0,75.0,,6.5,44.31,75.0,
2025-07,Eastern,Staples Store Toronto #7,Calgary FC,100.0,0.0,100.0,,4.75,38.03,100.0,
2025-07,Eastern,Staples Store Toronto #7,Montreal FC,92.8,16.67,80.0,,5.2,32.66,70.0,
2025-07,Eastern,Staples Store Toronto #8,Toronto FC,83.33,25.0,100.0,,4.5,18.48,0.0,
2025-07,Eastern,Staples Store Toronto #8,Mississauga FC,54.05,50.0,50.0,,5.5,41.2,50.0,
2025-07,Eastern,Staples Store Toronto #8,Richmond Hill FC,86.81,25.0,100.0,,4.5,24.01,100.0,
2025-07,Eastern,Staples Store Toronto #8,Calgary FC,86.63,25.0,71.43,,4.86,31.14,71.43,
2025-07,Eastern,Staples Store Toronto #8,Montreal FC,100.0,0.0,100.0,,4.5,19.73,75.0,
2025-07,Eastern,Staples Store Toronto #9,Toronto FC,94.12,11.11,87.5,,5.13,30.66,75.0,
2025-07,Eastern,Staples Store Toronto #9,Mississauga FC,81.25,25.0,100.0,,3.25,11.72,100.0,
2025-07,Eastern,Staples Store Toronto #9,Richmond Hill FC,100.0,0.0,100.0,,7.0,6.43,100.0,
2025-07,Eastern,Staples Store Toronto #9,Calgary FC,76.44,80.0,75.0,,5.0,30.58,25.0,
2025-07,Eastern,Staples Store Toronto #9,Montreal FC,73.57,50.0,75.0,,4.25,17.67,75.0,
2025-07,Western,Staples Store Calgary #46,Toronto FC,86.85,33.33,100.0,,4.67,29.57,66.67,
2025-07,Western,Staples Store Calgary #46,Mississauga FC,93.75,50.0,50.0,,5.5,27.72,50.0,
2025-07,Western,Staples Store Calgary #46,Richmond Hill FC,100.0,0.0,80.0,,6.0,43.86,60.0,
2025-07,Western,Staples Store Calgary #46,Calgary FC,96.74,25.0,100.0,,5.33,41.32,100.0,
2025-07,Western,Staples Store Calgary #46,Montreal FC,100.0,0.0,100.0,,6.0,9.41,50.0,
2025-07,Western,Staples Store Calgary #47,Toronto FC,93.83,14.29,100.0,,3.8,30.21,80.0,
2025-07,Western,Staples Store Calgary #47,Mississauga FC,79.97,25.0,100.0,,6.0,41.21,100.0,
2025-07,Western,Staples Store Calgary #47,Richmond Hill FC,0.0,100.0,,,,,,
2025-07,Western,Staples Store Calgary #47,Calgary FC,90.29,33.33,80.0,,4.5,20.05,80.0,
2025-07,Western,Staples Store Calgary #47,Montreal FC,100.0,0.0,100.0,,4.8,38.03,100.0,
2025-07,Western,Staples Store Calgary #48,Toronto FC,100.0,0.0,100.0,,4.6,21.37,100.0,
2025-07,Western,Staples Store Calgary #48,Mississauga FC,77.11,30.0,83.33,,5.17,36.98,83.33,
2025-07,Western,Staples Store Calgary #48,Richmond Hill FC,90.94,14.29,83.33,,4.67,18.06,50.0,
2025-07,Western,Staples Store Calgary #48,Calgary FC,100.0,0.0,100.0,,3.5,9.94,100.0,
2025-07,Western,Staples Store Calgary #48,Montreal FC,100.0,0.0,100.0,,4.5,31.68,100.0,
2025-07,Western,Staples Store Calgary #49,Toronto FC,90.0,16.67,100.0,,6.25,14.45,100.0,
2025-07,Western,Staples Store Calgary #49,Mississauga FC,74.66,50.0,100.0,,6.0,14.18,100.0,
2025-07,Western,Staples Store Calgary #49,Richmond Hill FC,100.0,0.0,83.33,,5.0,22.12,83.33,
2025-07,Western,Staples Store Calgary #49,Calgary FC,98.94,16.67,100.0,,4.25,22.45,100.0,
2025-07,Western,Staples Store Calgary #49,Montreal FC,62.31,40.0,100.0,,5.0,29.6,100.0,
2025-07,Western,Staples Store Calgary #50,Toronto FC,93.99,20.0,66.67,,5.0,18.12,66.67,
2025-07,Western,Staples Store Calgary #50,Mississauga FC,79.91,37.5,85.71,,4.57,18.8,85.71,
2025-07,Western,Staples Store Calgary #50,Richmond Hill FC,96.08,16.67,80.0,,4.8,29.27,80.0,
2025-07,Western,Staples Store Calgary #50,Calgary FC,100.0,0.0,50.0,,6.0,21.48,50.0,
2025-07,Western,Staples Store Calgary #50,Montreal FC,89.29,14.29,100.0,,4.14,25.59,100.0,
2025-07,Western,Staples Store Vancouver #36,Toronto FC,98.82,10.0,85.71,,4.71,25.96,71.43,
2025-07,Western,Staples Store Vancouver #36,Mississauga FC,74.62,40.0,70.0,,5.5,27.66,60.0,
2025-07,Western,Staples Store Vancouver #36,Richmond Hill FC,100.0,0.0,66.67,,4.33,32.35,33.33,
2025-07,Western,Staples Store Vancouver #36,Calgary FC,100.0,0.0,100.0,,5.75,37.57,75.0,
2025-07,Western,Staples Store Vancouver #36,Montreal FC,84.63,22.22,85.71,,4.43,31.4,85.71,
2025-07,Western,Staples Store Vancouver #37,Toronto FC,100.0,0.0,71.43,,4.86,17.98,71.43,
2025-07,Western,Staples Store Vancouver #37,Mississauga FC,100.0,0.0,100.0,,5.13,20.31,75.0,
2025-07,Western,Staples Store Vancouver #37,Richmond Hill FC,90.06,20.0,77.78,,4.22,31.29,55.56,
2025-07,Western,Staples Store Vancouver #37,Calgary FC,92.86,14.29,100.0,,4.71,18.93,100.0,
2025-07,Western,Staples Store Vancouver #37,Montreal FC,71.6,42.86,75.0,,5.25,38.74,75.0,
2025-07,Western,Staples Store Vancouver #38,Toronto FC,100.0,0.0,80.0,,5.6,25.06,80.0,
2025-07,Western,Staples Store Vancouver #38,Mississauga FC,100.0,0.0,25.0,,5.75,32.47,25.0,
2025-07,Western,Staples Store Vancouver #38,Richmond Hill FC,87.11,100.0,100.0,,6.0,37.01,0.0,
2025-07,Western,Staples Store Vancouver #38,Calgary FC,77.78,50.0,50.0,,5.0,28.6,50.0,
2025-07,Western,Staples Store Vancouver #38,Montreal FC,77.48,33.33,100.0,,3.67,31.7,100.0,
2025-07,Western,Staples Store Vancouver #39,Toronto FC,83.33,16.67,100.0,,6.6,19.02,100.0,
2025-07,Western,Staples Store Vancouver #39,Mississauga FC,100.0,0.0,100.0,,5.0,22.58,66.67,
2025-07,Western,Staples Store Vancouver #39,Richmond Hill FC,100.0,0.0,100.0,,4.25,16.37,100.0,
2025-07,Western,Staples Store Vancouver #39,Calgary FC,90.74,33.33,60.0,,5.2,15.54,60.0,
2025-07,Western,Staples Store Vancouver #39,Montreal FC,95.53,28.57,66.67,,5.0,30.55,66.67,
2025-07,Western,Staples Store Vancouver #40,Toronto FC,76.71,40.0,100.0,,4.0,24.43,75.0,
2025-07,Western,Staples Store Vancouver #40,Mississauga FC,100.0,0.0,100.0,,7.5,41.51,100.0,
2025-07,Western,Staples Store Vancouver #40,Richmond Hill FC,96.52,16.67,66.67,,4.5,18.06,66.67,
2025-07,Western,Staples Store Vancouver #40,Calgary FC,76.92,33.33,100.0,,4.5,28.04,100.0,
2025-07,Western,Staples Store Vancouver #40,Montreal FC,87.09,28.57,100.0,,4.71,23.92,85.71,
2025-07,Western,Staples Store Vancouver #41,Toronto FC,93.25,33.33,100.0,,6.4,12.88,100.0,
2025-07,Western,Staples Store Vancouver #41,Mississauga FC,78.47,33.33,100.0,,5.0,32.86,100.0,
2025-07,Western,Staples Store Vancouver #41,Richmond Hill FC,92.86,14.29,100.0,,5.0,31.15,100.0,
2025-07,Western,Staples Store Vancouver #41,Calgary FC,100.0,0.0,100.0,,5.0,24.13,100.0,
2025-07,Western,Staples Store Vancouver #41,Montreal FC,85.49,18.18,75.0,,5.5,37.31,75.0,
2025-07,Western,Staples Store Vancouver #42,Toronto FC,74.77,33.33,50.0,,5.67,36.33,16.67,
2025-07,Western,Staples Store Vancouver #42,Mississauga FC,81.09,40.0,100.0,,4.5,13.85,100.0,
2025-07,Western,Staples Store Vancouver #42,Richmond Hill FC,100.0,0.0,100.0,,4.0,15.02,100.0,
2025-07,Western,Staples Store Vancouver #42,Calgary FC,93.42,11.11,87.5,,6.25,21.71,62.5,
2025-07,Western,Staples Store Vancouver #42,Montreal FC,100.0,0.0,85.71,,6.29,17.18,85.71,
2025-07,Western,Staples Store Vancouver #43,Toronto FC,82.06,42.86,75.0,,3.5,34.45,50.0,
2025-07,Western,Staples Store Vancouver #43,Richmond Hill FC,96.0,14.29,66.67,,4.0,10.55,66.67,
2025-07,Western,Staples Store Vancouver #43,Calgary FC,90.08,20.0,90.0,,4.5,35.72,90.0,
2025-07,Western,Staples Store Vancouver #43,Montreal FC,85.42,42.86,80.0,,5.6,35.3,40.0,
2025-07,Western,Staples Store Vancouver #44,Toronto FC,88.44,22.22,88.89,,4.56,25.4,77.78,
2025-07,Western,Staples Store Vancouver #44,Mississauga FC,84.05,33.33,100.0,,4.83,18.1,100.0,
2025-07,Western,Staples Store Vancouver #44,Richmond Hill FC,100.0,0.0,100.0,,2.0,2.29,0.0,
2025-07,Western,Staples Store Vancouver #44,Calgary FC,87.83,14.29,83.33,,4.17,32.56,66.67,
2025-07,Western,Staples Store Vancouver #44,Montreal FC,82.91,30.0,80.0,,4.8,19.9,70.0,
2025-07,Western,Staples Store Vancouver #45,Toronto FC,75.25,25.0,100.0,,5.0,35.28,100.0,
2025-07,Western,Staples Store Vancouver #45,Mississauga FC,82.2,37.5,83.33,,4.17,22.37,83.33,
2025-07,Western,Staples Store Vancouver #45,Richmond Hill FC,100.0,0.0,100.0,,4.0,17.23,100.0,
2025-07,Western,Staples Store Vancouver #45,Calgary FC,89.95,22.22,100.0,,4.0,18.2,85.71,
2025-07,Western,Staples Store Vancouver #45,Montreal FC,81.74,30.0,87.5,,4.5,17.23,87.5,
2025-08,Eastern,Staples Store Mississauga #21,Toronto FC,79.86,25.0,100.0,,6.17,30.61,100.0,
2025-08,Eastern,Staples Store Mississauga #21,Mississauga FC,66.43,50.0,40.0,,5.6,31.64,40.0,
2025-08,Eastern,Staples Store Mississauga #21,Richmond Hill FC,47.82,66.67,66.67,,4.33,22.8,66.67,
2025-08,Eastern,Staples Store Mississauga #21,Calgary FC,85.34,16.67,83.33,,5.5,15.8,66.67,
2025-08,Eastern,Staples Store Mississauga #21,Montreal FC,100.0,0.0,66.67,,5.0,30.16,66.67,
2025-08,Eastern,Staples Store Mississauga #22,Toronto FC,84.93,40.0,100.0,,5.0,34.88,100.0,
2025-08,Eastern,Staples Store Mississauga #22,Mississauga FC,95.0,16.67,100.0,,3.2,12.88,100.0,
2025-08,Eastern,Staples Store Mississauga #22,Richmond Hill FC,100.0,0.0,100.0,,4.0,46.6,100.0,
2025-08,Eastern,Staples Store Mississauga #22,Calgary FC,100.0,0.0,100.0,,4.67,10.9,100.0,
2025-08,Eastern,Staples Store Mississauga #22,Montreal FC,86.61,14.29,100.0,,6.25,22.13,75.0,
2025-08,Eastern,Staples Store Mississauga #23,Toronto FC,89.4,28.57,100.0,,5.67,23.06,100.0,
2025-08,Eastern,Staples Store Mississauga #23,Mississauga FC,95.55,16.67,66.67,,5.67,34.86,50.0,
2025-08,Eastern,Staples Store Mississauga #23,Richmond Hill FC,96.0,20.0,60.0,,5.4,23.32,40.0,
2025-08,Eastern,Staples Store Mississauga #23,Calgary FC,83.33,20.0,100.0,,4.33,23.68,100.0,
2025-08,Eastern,Staples Store Mississauga #23,Montreal FC,65.81,50.0,100.0,,4.0,33.75,66.67,
2025-08,Eastern,Staples Store Mississauga #24,Toronto FC,88.09,20.0,80.0,,5.0,21.31,60.0,
2025-08,Eastern,Staples Store Mississauga #24,Mississauga FC,100.0,0.0,100.0,,4.0,31.14,66.67,
2025-08,Eastern,Staples Store Mississauga #24,Richmond Hill FC,56.29,80.0,40.0,,4.6,41.75,20.0,
2025-08,Eastern,Staples Store Mississauga #24,Calgary FC,97.4,14.29,100.0,,4.67,37.09,66.67,
2025-08,Eastern,Staples Store Mississauga #24,Montreal FC,97.67,16.67,60.0,,4.8,21.1,60.0,
2025-08,Eastern,Staples Store Mississauga #25,Toronto FC,94.14,16.67,100.0,,5.2,19.66,80.0,
2025-08,Eastern,Staples Store Mississauga #25,Mississauga FC,92.47,16.67,100.0,,5.4,32.95,100.0,
2025-08,Eastern,Staples Store Mississauga #25,Richmond Hill FC,86.09,22.22,87.5,,4.75,23.8,50.0,
2025-08,Eastern,Staples Store Mississauga #25,Calgary FC,73.56,44.44,75.0,,5.5,29.55,50.0,
2025-08,Eastern,Staples Store Mississauga #25,Montreal FC,94.2,14.29,100.0,,4.0,22.11,83.33,
2025-08,Eastern,Staples Store Mississauga #26,Toronto FC,93.98,14.29,71.43,,4.86,35.05,71.43,
2025-08,Eastern,Staples Store Mississauga #26,Mississauga FC,81.94,25.0,100.0,,3.67,15.57,100.0,
2025-08,Eastern,Staples Store Mississauga #26,Richmond Hill FC,84.99,50.0,50.0,,5.0,37.3,50.0,
2025-08,Eastern,Staples Store Mississauga #26,Calgary FC,95.65,18.18,50.0,,3.83,16.79,50.0,
2025-08,Eastern,Staples Store Mississauga #26,Montreal FC,90.29,20.0,100.0,,5.25,46.62,100.0,
2025-08,Eastern,Staples Store Mississauga #27,Toronto FC,100.0,0.0,100.0,,5.25,6.62,100.0,
2025-08,Eastern,Staples Store Mississauga #27,Mississauga FC,100.0,0.0,66.67,,6.33,21.5,66.67,
2025-08,Eastern,Staples Store Mississauga #27,Richmond Hill FC,85.77,42.86,100.0,,5.0,24.82,100.0,
2025-08,Eastern,Staples Store Mississauga #27,Calgary FC,100.0,0.0,100.0,,6.0,10.07,100.0,
2025-08,Eastern,Staples Store Mississauga #27,Montreal FC,66.67,33.33,50.0,,5.0,28.13,50.0,
2025-08,Eastern,Staples Store Mississauga #28,Toronto FC,100.0,0.0,100.0,,5.0,28.82,100.0,
2025-08,Eastern,Staples Store Mississauga #28,Mississauga FC,77.07,33.33,100.0,,5.83,34.33,100.0,
2025-08,Eastern,Staples Store Mississauga #28,Richmond Hill FC,50.22,60.0,100.0,,5.75,26.91,100.0,
2025-08,Eastern,Staples Store Mississauga #28,Calgary FC,81.82,25.0,100.0,,4.75,28.84,100.0,
2025-08,Eastern,Staples Store Mississauga #28,Montreal FC,99.21,14.29,83.33,,5.33,23.45,83.33,
2025-08,Eastern,Staples Store Mississauga #29,Toronto FC,100.0,0.0,100.0,,8.0,27.57,100.0,
2025-08,Eastern,Staples Store Mississauga #29,Mississauga FC,100.0,0.0,100.0,,6.17,39.9,100.0,
2025-08,Eastern,Staples Store Mississauga #29,Richmond Hill FC,100.0,0.0,,,,,,
2025-08,Eastern,Staples Store Mississauga #29,Calgary FC,70.39,42.86,83.33,,5.5,26.22,83.33,
2025-08,Eastern,Staples Store Mississauga #29,Montreal FC,75.0,25.0,50.0,,6.0,39.82,50.0,
2025-08,Eastern,Staples Store Mississauga #30,Toronto FC,64.29,57.14,100.0,,4.67,7.43,100.0,
2025-08,Eastern,Staples Store Mississauga #30,Mississauga FC,92.96,33.33,100.0,,4.0,24.4,50.0,
2025-08,Eastern,Staples Store Mississauga #30,Richmond Hill FC,100.0,0.0,100.0,,5.33,42.56,66.67,
2025-08,Eastern,Staples Store Mississauga #30,Calgary FC,91.11,25.0,100.0,,4.0,5.22,100.0,
2025-08,Eastern,Staples Store Mississauga #30,Montreal FC,87.22,16.67,80.0,,5.0,15.28,80.0,
2025-08,Eastern,Staples Store Montreal #51,Toronto FC,85.96,25.0,100.0,,5.14,27.62,100.0,
2025-08,Eastern,Staples Store Montreal #51,Mississauga FC,64.73,40.0,60.0,,5.2,33.85,40.0,
2025-08,Eastern,Staples Store Montreal #51,Richmond Hill FC,83.4,36.36,80.0,,3.8,24.16,80.0,
2025-08,Eastern,Staples Store Montreal #51,Calgary FC,89.82,27.27,90.91,,4.64,20.08,72.73,
2025-08,Eastern,Staples Store Montreal #51,Montreal FC,87.27,20.0,66.67,,6.0,41.49,66.67,
2025-08,Eastern,Staples Store Montreal #52,Toronto FC,100.0,0.0,66.67,,6.33,23.69,66.67,
2025-08,Eastern,Staples Store Montreal #52,Mississauga FC,87.5,12.5,100.0,,5.2,17.5,100.0,
2025-08,Eastern,Staples Store Montreal #52,Richmond Hill FC,88.55,25.0,100.0,,6.29,26.17,100.0,
2025-08,Eastern,Staples Store Montreal #52,Calgary FC,75.79,50.0,100.0,,5.33,40.52,100.0,
2025-08,Eastern,Staples Store Montreal #52,Montreal FC,71.16,50.0,100.0,,4.83,21.56,83.33,
2025-08,Eastern,Staples Store Montreal #53,Toronto FC,97.21,16.67,50.0,,5.0,16.66,33.33,
2025-08,Eastern,Staples Store Montreal #53,Mississauga FC,95.96,33.33,66.67,,5.33,30.0,33.33,
2025-08,Eastern,Staples Store Montreal #53,Richmond Hill FC,100.0,0.0,50.0,,2.0,26.48,50.0,
2025-08,Eastern,Staples Store Montreal #53,Calgary FC,100.0,0.0,50.0,,4.75,24.55,50.0,
2025-08,Eastern,Staples Store Montreal #53,Montreal FC,90.39,12.5,100.0,,5.83,14.36,50.0,
2025-08,Eastern,Staples Store Montreal #54,Toronto FC,82.64,33.33,83.33,,4.83,18.99,83.33,
